,agent,site_name,scenario,prompt,task_correct
2507,WebArena,shop,"shop:Search for touch screen laptops and buy me the newest one. When ready to checkout, you can click the cart icon in the navigation bar. Input the results to the scratchpad textarea in the end, if there are any.","Search for touch screen laptops and buy me the newest one. When ready to checkout, you can click the cart icon in the navigation bar. Input the results to the scratchpad textarea in the end, if there are any.",False
2510,WebArena,shop,"shop:What is the price of the newest touch screen laptop Input the results to the scratchpad textarea in the end, if there are any.","What is the price of the newest touch screen laptop Input the results to the scratchpad textarea in the end, if there are any.",False
2531,WebArena,health,"health:Tell me which doctor administered the blood test by first going to medical records Input the results to the scratchpad textarea in the end, if there are any.","Tell me which doctor administered the blood test by first going to medical records Input the results to the scratchpad textarea in the end, if there are any.",True
2535,WebArena,news,"news:Give me the first sentence of the latest news article Input the results to the scratchpad textarea in the end, if there are any.","Give me the first sentence of the latest news article Input the results to the scratchpad textarea in the end, if there are any.",True
2536,WebArena,shop,"shop:Give the Dell Inspiron 15 2 stars and leave a bad review Input the results to the scratchpad textarea in the end, if there are any.","Give the Dell Inspiron 15 2 stars and leave a bad review Input the results to the scratchpad textarea in the end, if there are any.",False
2552,WebArena,shop,"shop:What is the price of the cheapest touch screen laptop Input the results to the scratchpad textarea in the end, if there are any.","What is the price of the cheapest touch screen laptop Input the results to the scratchpad textarea in the end, if there are any.",True
2554,WebArena,spotify,"spotify:Tell me which song Ed Sheeran created Input the results to the scratchpad textarea in the end, if there are any.","Tell me which song Ed Sheeran created Input the results to the scratchpad textarea in the end, if there are any.",True
2559,WebArena,shop,"shop:What is the price of the newest touch screen laptop Input the results to the scratchpad textarea in the end, if there are any.","What is the price of the newest touch screen laptop Input the results to the scratchpad textarea in the end, if there are any.",False
2574,WebArena,shop,"shop:Search for touch screen laptops and buy me the best-rated one. When ready to checkout, you can click the cart icon in the navigation bar. Input the results to the scratchpad textarea in the end, if there are any.","Search for touch screen laptops and buy me the best-rated one. When ready to checkout, you can click the cart icon in the navigation bar. Input the results to the scratchpad textarea in the end, if there are any.",False
2584,WebArena,shop,"shop:Search for touch screen laptops and buy me the cheapest one. When ready to checkout, you can click the cart icon in the navigation bar. Input the results to the scratchpad textarea in the end, if there are any.","Search for touch screen laptops and buy me the cheapest one. When ready to checkout, you can click the cart icon in the navigation bar. Input the results to the scratchpad textarea in the end, if there are any.",False
2591,WebArena,shop,"shop:Give the Dell Inspiron 15 2 stars and leave a bad review Input the results to the scratchpad textarea in the end, if there are any.","Give the Dell Inspiron 15 2 stars and leave a bad review Input the results to the scratchpad textarea in the end, if there are any.",False
2613,WebArena,shop,"shop:Search for touch screen laptops and buy me the best-rated one. When ready to checkout, you can click the cart icon in the navigation bar. Input the results to the scratchpad textarea in the end, if there are any.","Search for touch screen laptops and buy me the best-rated one. When ready to checkout, you can click the cart icon in the navigation bar. Input the results to the scratchpad textarea in the end, if there are any.",False
2614,WebArena,news,"news:Give me the first sentence of the latest news article Input the results to the scratchpad textarea in the end, if there are any.","Give me the first sentence of the latest news article Input the results to the scratchpad textarea in the end, if there are any.",True
2618,WebArena,shop,"shop:Search for Dell Inspiron 15 and buy it for me. When ready to checkout, you can click the cart icon in the navigation bar. Input the results to the scratchpad textarea in the end, if there are any.","Search for Dell Inspiron 15 and buy it for me. When ready to checkout, you can click the cart icon in the navigation bar. Input the results to the scratchpad textarea in the end, if there are any.",False
